overall_qual,gr_liv_area,exter_qual,kitchen_qual,total_bsmt_sf,garage_area,garage_cars,1st_flr_sf,bsmt_qual,year_built,garage_finish,garage_yr_blt,year_remod/add,fireplace_qu,full_bath,foundation_PConc,mas_vnr_area,totrms_abvgrd
9,1310,4,4,1310.0,545.0,2.0,1310,5,2001,2,2001.0,2001,3,1,1,179.0,5
5,1355,3,3,644.0,0.0,0.0,808,3,1940,0,1940.0,1999,0,2,0,0.0,6
7,2295,4,4,1095.0,590.0,2.0,1166,4,1992,2,1992.0,2000,3,2,1,0.0,9
4,1798,3,3,1075.0,342.0,2.0,1156,3,1900,1,1935.0,1950,0,2,1,0.0,7
7,1620,3,4,1620.0,578.0,2.0,1620,3,1967,1,1967.0,1967,4,2,0,0.0,8
5,1216,3,3,1216.0,336.0,1.0,1216,3,1955,2,1955.0,1955,0,1,0,0.0,5
5,1344,3,3,896.0,240.0,1.0,896,4,1936,1,1936.0,1950,0,1,0,0.0,7
5,1159,3,3,747.0,288.0,1.0,747,3,1925,1,1932.0,1950,0,1,1,0.0,5
4,1056,3,3,1056.0,384.0,1.0,1056,3,1966,1,1966.0,1966,0,1,0,0.0,5
5,1216,3,3,832.0,336.0,1.0,832,3,1947,1,1947.0,1950,0,1,0,0.0,6
6,1158,3,3,862.0,208.0,1.0,950,3,1929,2,1929.0,1950,4,1,0,0.0,5
8,1538,4,4,1538.0,484.0,2.0,1538,4,2005,2,2005.0,2005,0,2,1,148.0,7
5,1143,3,3,1143.0,308.0,1.0,1143,3,1959,2,1959.0,1959,0,1,0,150.0,6
4,872,3,3,858.0,480.0,4.0,872,3,1971,1,1974.0,1971,0,1,0,0.0,5
6,1406,3,2,319.0,0.0,0.0,1035,3,1920,0,1920.0,1950,0,1,0,0.0,6
6,1324,4,4,1324.0,430.0,2.0,1324,4,2005,3,2005.0,2005,0,2,1,0.0,6
5,904,3,3,876.0,408.0,1.0,904,3,1966,1,1966.0,1966,0,1,1,41.0,6
7,2080,4,4,1276.0,282.0,1.0,1276,4,1926,1,1926.0,2004,4,1,0,0.0,9
6,848,4,4,848.0,420.0,2.0,848,4,2004,2,2004.0,2004,4,1,1,169.0,3
4,1788,3,3,1104.0,304.0,1.0,1104,3,1957,1,1957.0,1989,3,1,0,0.0,8
6,1344,3,4,819.0,525.0,2.0,1344,3,1958,2,1958.0,1958,4,1,0,541.0,7
5,2256,3,2,840.0,0.0,0.0,1128,3,1910,0,1910.0,1950,0,2,0,0.0,12
6,2060,4,3,1151.0,521.0,2.0,1164,4,1988,1,1988.0,1989,3,2,1,268.0,8
6,1337,4,4,1405.0,511.0,2.0,1337,4,1998,3,1998.0,1999,0,2,1,0.0,5
6,1165,3,3,1127.0,490.0,2.0,1165,3,1966,2,1966.0,1966,0,1,0,183.0,6
5,1320,3,3,1164.0,564.0,2.0,1320,3,1966,2,1966.0,1966,2,1,0,97.0,6
7,1535,4,4,1517.0,532.0,2.0,1535,4,2004,2,2004.0,2004,0,2,1,168.0,7
7,2044,3,3,738.0,489.0,2.0,1277,4,1980,1,1980.0,1988,3,2,0,280.0,7
4,1136,3,3,704.0,336.0,1.0,624,3,1929,1,1990.0,1950,0,1,1,0.0,6
6,1299,3,4,1001.0,486.0,2.0,1299,4,1979,2,1979.0,1979,1,2,0,0.0,5
8,1441,4,4,776.0,492.0,2.0,764,4,1999,1,1999.0,2000,0,2,1,456.0,5
5,1630,3,3,1073.0,649.0,2.0,1630,3,1953,1,1953.0,1953,3,2,0,0.0,6
7,1641,3,5,728.0,546.0,2.0,832,3,1925,1,1925.0,1990,4,1,0,0.0,6
5,1629,3,3,928.0,482.0,2.0,928,4,1997,3,1997.0,1998,3,2,1,0.0,6
6,848,4,4,848.0,420.0,2.0,848,4,2003,3,2003.0,2004,0,1,1,170.0,4
6,816,4,3,816.0,432.0,1.0,816,3,1930,1,2002.0,2007,0,1,0,0.0,5
5,1097,3,3,1097.0,672.0,2.0,1097,4,1994,1,1995.0,1995,0,1,1,0.0,6
8,1652,4,5,1494.0,499.0,2.0,1652,4,2000,2,2000.0,2000,0,2,1,0.0,6
4,1768,3,3,1768.0,0.0,0.0,1768,3,1968,0,1968.0,1968,0,2,0,0.0,8
4,1152,3,3,0.0,0.0,0.0,1152,0,1955,0,1955.0,1955,0,2,0,58.0,6
2,810,2,3,0.0,280.0,1.0,810,0,1910,1,1975.0,1950,0,1,0,0.0,4
7,1358,4,4,1350.0,484.0,2.0,1358,4,2007,2,2008.0,2008,4,2,1,176.0,6
6,1216,3,3,1216.0,402.0,2.0,1216,5,1998,1,1998.0,1998,0,2,1,116.0,5
6,1638,3,4,967.0,384.0,1.0,967,3,1957,1,1957.0,1957,0,2,0,327.0,6
7,1252,4,4,600.0,462.0,2.0,624,4,1999,1,1999.0,2000,0,2,1,212.0,4
5,883,3,3,828.0,698.0,2.0,883,4,1992,1,1998.0,1993,2,1,1,0.0,5
5,874,3,3,864.0,288.0,1.0,874,3,1968,2,1968.0,1968,0,1,0,0.0,5
7,1710,3,3,576.0,480.0,2.0,902,3,1921,1,1990.0,1950,0,2,0,0.0,9
8,1836,4,4,1836.0,517.0,2.0,1836,4,2008,3,2009.0,2009,4,2,1,288.0,8
5,1092,3,3,1092.0,299.0,1.0,1092,3,1957,3,1957.0,1957,3,1,0,0.0,6
7,1241,4,4,1241.0,569.0,2.0,1241,4,2006,3,2007.0,2007,0,1,1,0.0,4
6,1334,3,3,1350.0,630.0,2.0,1334,4,1977,2,1977.0,1977,3,2,0,360.0,6
6,1429,3,4,1144.0,572.0,2.0,1429,3,1960,1,1960.0,1987,4,1,0,85.0,7
8,1566,4,4,1566.0,750.0,2.0,1566,4,2008,2,2008.0,2008,0,2,1,36.0,7
7,2288,3,4,908.0,520.0,2.0,1316,4,1977,2,1977.0,1992,3,1,1,283.0,8
9,1709,4,4,1698.0,506.0,2.0,1709,5,1999,3,1999.0,2000,3,2,1,60.0,5
8,1721,4,4,1721.0,554.0,2.0,1721,4,2005,2,2005.0,2005,0,2,1,210.0,7
8,1254,4,4,1254.0,810.0,3.0,1254,4,2008,2,2008.0,2008,0,2,1,140.0,5
5,1350,3,4,576.0,627.0,3.0,864,3,1941,1,1973.0,1973,0,1,0,0.0,6
7,1630,4,4,1630.0,451.0,2.0,1630,4,2000,1,2000.0,2001,3,2,1,171.0,6
7,1585,4,4,784.0,449.0,2.0,831,4,2005,2,2005.0,2005,0,2,1,96.0,7
5,1336,3,3,1165.0,375.0,1.0,1336,3,1953,1,1953.0,1953,4,1,0,56.0,5
5,1211,3,3,864.0,576.0,2.0,1211,3,1962,1,1972.0,2002,3,1,0,0.0,6
6,1353,3,3,1259.0,478.0,2.0,1353,4,1979,2,1979.0,1999,3,2,0,253.0,5
7,1200,3,3,1174.0,440.0,2.0,1200,3,1966,2,1966.0,1966,3,2,0,202.0,6
7,2329,3,4,1475.0,514.0,2.0,1532,4,1990,1,1990.0,1990,5,2,1,99.0,10
7,1536,4,4,1536.0,532.0,2.0,1536,4,2002,2,2002.0,2003,0,2,1,113.0,7
6,1811,3,5,1073.0,470.0,2.0,1811,3,1956,3,1956.0,2004,4,1,1,0.0,6
7,2172,4,4,1063.0,947.0,3.0,1071,5,2006,2,2006.0,2006,4,2,1,350.0,9
4,1073,3,3,1073.0,720.0,2.0,1073,3,1957,1,1985.0,1980,0,1,0,0.0,6
6,1839,3,3,756.0,442.0,2.0,1051,3,1966,1,1966.0,1966,3,1,0,351.0,7
3,1020,2,2,1020.0,0.0,0.0,1020,3,1918,0,1918.0,1950,0,1,0,0.0,5
6,1802,4,4,946.0,1017.0,4.0,964,4,1993,2,2000.0,1993,4,2,1,85.0,8
5,1009,3,3,995.0,576.0,2.0,1009,3,1977,1,1977.0,1977,2,2,0,51.0,6
8,1338,4,4,1338.0,598.0,2.0,1338,4,2007,2,2007.0,2007,0,2,1,0.0,6
5,3820,3,5,0.0,624.0,2.0,3820,0,1959,1,1959.0,1996,4,3,0,0.0,11
7,1392,4,4,689.0,540.0,2.0,703,4,2007,1,2007.0,2007,0,2,1,0.0,5
8,1288,4,5,1260.0,500.0,2.0,1288,4,1996,3,1996.0,1996,4,1,1,0.0,4
6,1013,3,3,992.0,160.0,1.0,1013,3,1926,1,1926.0,1950,0,1,0,0.0,6
8,1782,4,4,1782.0,932.0,3.0,1782,5,2004,3,2004.0,2005,4,2,1,238.0,7
9,1922,4,4,1922.0,676.0,3.0,1922,5,2005,3,2005.0,2006,4,2,1,200.0,8
10,1718,5,5,1700.0,786.0,3.0,1718,5,2006,3,2008.0,2007,4,2,1,230.0,7
10,2492,5,5,2492.0,949.0,3.0,2492,5,2004,3,2004.0,2005,5,2,1,730.0,8
4,936,3,3,624.0,265.0,1.0,624,2,1948,1,1948.0,1950,0,1,0,0.0,5
6,1218,4,4,1218.0,676.0,2.0,1218,4,2009,3,2009.0,2009,0,2,1,0.0,4
7,1820,3,4,910.0,816.0,3.0,910,4,1996,1,1996.0,1997,3,2,1,0.0,8
7,1724,3,4,880.0,527.0,2.0,880,4,1998,3,1998.0,1999,0,2,1,0.0,8
6,1336,3,3,1121.0,488.0,2.0,1336,3,1958,2,1958.0,1958,3,1,0,632.0,7
5,1558,3,3,910.0,282.0,1.0,910,3,1950,1,1950.0,1950,0,1,0,0.0,6
7,1947,4,4,991.0,678.0,2.0,991,4,2004,2,2004.0,2005,4,2,1,0.0,8
7,1657,4,4,832.0,483.0,2.0,832,4,1994,2,1994.0,1995,0,2,1,145.0,6
7,2064,4,4,2048.0,550.0,2.0,2064,4,1978,3,1978.0,1978,2,2,0,383.0,7
5,1164,3,3,1164.0,240.0,1.0,1164,3,1950,1,1950.0,1950,0,1,0,0.0,5
7,836,3,3,836.0,308.0,1.0,836,4,1975,1,1975.0,1975,0,1,0,0.0,4
1,1600,3,3,0.0,270.0,1.0,1600,0,1951,1,1951.0,1951,0,1,0,0.0,6
6,816,3,3,816.0,0.0,0.0,816,4,1990,0,1990.0,1990,0,1,0,104.0,5
9,1766,5,5,1766.0,478.0,3.0,1766,5,2009,3,2009.0,2009,4,2,1,162.0,7
5,2002,3,3,1001.0,871.0,3.0,1001,3,1949,1,1949.0,1950,0,2,0,0.0,8
7,1954,4,4,798.0,431.0,2.0,1137,3,1939,1,1939.0,2006,3,1,0,312.0,8
7,1364,4,4,1220.0,437.0,2.0,1364,4,2006,3,2006.0,2006,4,2,1,14.0,6
7,1861,4,4,916.0,492.0,2.0,920,4,2002,2,2002.0,2002,0,2,1,0.0,8
5,1734,3,4,0.0,539.0,2.0,1302,0,1977,1,1977.0,1977,0,2,0,0.0,8
4,1039,4,3,405.0,281.0,1.0,717,2,1900,1,1940.0,2003,0,1,0,0.0,6
4,1510,4,4,677.0,720.0,2.0,833,2,1910,1,1974.0,1950,0,2,0,0.0,7
8,2541,4,5,1149.0,729.0,3.0,1164,5,2005,3,2005.0,2005,4,3,1,146.0,10
8,1512,4,4,1512.0,845.0,3.0,1512,4,2004,2,2004.0,2004,0,2,1,264.0,6
7,1434,4,4,1454.0,527.0,2.0,1434,4,2001,2,2001.0,2001,3,2,1,0.0,6
7,1653,4,4,812.0,628.0,2.0,812,4,2003,2,2003.0,2003,0,2,1,0.0,6
6,2007,3,5,917.0,357.0,1.0,1090,2,1900,1,1930.0,1950,0,2,0,0.0,8
5,1037,3,3,1037.0,431.0,2.0,1037,2,1974,2,1974.0,1974,0,1,0,44.0,5
5,1389,3,3,1389.0,418.0,2.0,1389,4,1974,2,1975.0,1975,3,1,0,0.0,6
5,694,3,4,440.0,352.0,1.0,694,3,1913,1,1990.0,2002,4,1,1,0.0,4
6,1096,3,3,572.0,0.0,0.0,572,3,1924,0,1924.0,1950,0,1,0,0.0,5
5,894,3,3,894.0,552.0,2.0,894,3,1972,1,1975.0,1972,0,1,1,0.0,5
5,864,3,3,864.0,576.0,2.0,864,4,1971,1,1977.0,1971,0,1,0,0.0,5
4,1774,3,3,1095.0,779.0,3.0,1095,3,1900,1,1920.0,1950,0,2,0,0.0,8
6,1118,3,3,1096.0,358.0,1.0,1118,3,1977,3,1977.0,1977,1,1,0,0.0,6
6,1252,3,3,1032.0,288.0,1.0,1032,3,1950,1,1950.0,1950,0,1,0,0.0,6
5,1148,3,3,1148.0,672.0,1.0,1148,3,1959,1,1959.0,1959,0,1,0,0.0,6
8,1666,3,4,588.0,228.0,1.0,833,3,1925,1,1925.0,1996,4,1,1,0.0,7
9,1947,4,4,1357.0,725.0,3.0,1366,4,2001,3,2001.0,2002,3,2,1,134.0,7
5,912,3,3,912.0,336.0,1.0,912,3,1967,1,1974.0,1967,2,1,0,0.0,5
5,1195,3,3,1195.0,0.0,0.0,1195,3,1946,0,1946.0,1950,0,2,0,0.0,8
8,1624,4,4,1624.0,757.0,3.0,1624,4,1994,2,1994.0,1995,2,2,1,0.0,5
5,914,3,3,914.0,444.0,2.0,914,3,1979,1,1979.0,1979,0,1,0,40.0,5
5,1328,3,3,1350.0,308.0,1.0,1328,3,1959,2,1959.0,1959,4,1,0,0.0,5
6,1461,3,3,686.0,225.0,1.0,686,3,1926,1,1926.0,1991,4,1,0,0.0,6
6,2683,4,4,930.0,473.0,2.0,1364,4,1990,2,1990.0,1991,4,2,1,304.0,9
7,1258,4,4,1246.0,462.0,2.0,1258,4,2007,2,2007.0,2007,0,2,1,0.0,6
5,2008,3,5,896.0,230.0,1.0,1112,3,1948,1,1948.0,2002,0,3,0,0.0,8
5,1187,3,3,864.0,440.0,2.0,1187,3,1961,2,1961.0,1961,3,1,0,0.0,6
5,990,3,3,990.0,299.0,1.0,990,4,1994,1,1996.0,1994,0,1,1,0.0,5
8,1586,4,4,960.0,480.0,2.0,962,4,1999,1,1999.0,1999,0,2,1,466.0,7
5,990,3,3,990.0,576.0,2.0,990,4,1995,1,1996.0,1995,0,1,1,0.0,5
5,1600,3,3,1484.0,319.0,1.0,1600,3,1957,2,1957.0,1997,4,1,0,0.0,6
8,1792,4,4,896.0,590.0,2.0,896,4,2007,3,2007.0,2007,0,2,1,0.0,8
4,988,3,3,462.0,297.0,1.0,526,4,1973,2,1973.0,1973,1,1,0,0.0,4
5,1170,3,3,1170.0,338.0,1.0,1170,3,1958,2,1958.0,1958,3,1,0,0.0,6
3,1376,3,3,738.0,216.0,1.0,714,3,1905,1,1930.0,1950,0,1,0,0.0,7
5,1154,3,3,1154.0,480.0,2.0,1154,3,1966,2,1966.0,1966,1,1,0,200.0,6
8,1772,4,4,725.0,816.0,2.0,909,3,1910,1,1992.0,1999,0,2,0,0.0,7
10,2084,5,5,2078.0,1220.0,3.0,2084,5,2007,3,2007.0,2008,4,2,1,816.0,7
4,951,3,3,951.0,327.0,1.0,951,3,1936,1,1936.0,1950,0,1,0,0.0,6
8,2687,4,4,1455.0,810.0,3.0,1466,4,2000,2,2000.0,2000,3,2,1,150.0,10
9,2490,5,5,2458.0,795.0,3.0,2490,5,2005,3,2005.0,2006,4,2,1,198.0,9
6,1666,3,3,1204.0,384.0,1.0,1204,3,1927,1,1927.0,1950,0,1,0,0.0,4
6,1141,4,3,1141.0,484.0,2.0,1141,4,2005,1,2005.0,2005,0,1,1,0.0,6
5,1464,3,3,732.0,470.0,2.0,732,3,1968,1,1968.0,1968,0,1,0,0.0,7
5,1347,3,3,1117.0,0.0,0.0,820,4,1910,0,1910.0,1991,0,1,0,0.0,5
5,1282,3,3,672.0,240.0,1.0,778,3,1942,1,1942.0,1979,0,1,0,0.0,4
6,1320,3,4,636.0,472.0,2.0,636,4,1994,3,1994.0,1994,0,2,1,0.0,6
3,936,3,3,216.0,0.0,0.0,576,2,1916,0,1916.0,1950,0,1,1,0.0,6
8,1580,4,4,1580.0,830.0,3.0,1580,4,2007,2,2008.0,2008,0,2,1,186.0,7
7,1824,3,4,1643.0,739.0,2.0,1824,4,1971,1,1971.0,2002,3,2,0,351.0,5
5,1558,3,3,864.0,440.0,2.0,1558,3,1975,3,1975.0,2001,0,2,0,0.0,5
3,640,3,3,0.0,240.0,1.0,640,0,1945,1,1945.0,2007,0,1,0,0.0,5
6,1322,3,3,855.0,440.0,2.0,855,3,1974,1,1974.0,1974,2,2,0,0.0,6
7,1826,4,5,910.0,164.0,1.0,916,3,1915,1,1915.0,2005,4,1,1,0.0,7
7,1339,3,3,1309.0,484.0,2.0,1339,4,1990,3,1990.0,1990,3,2,0,54.0,6
4,1092,2,2,0.0,0.0,0.0,372,0,1930,0,1930.0,1950,0,2,0,0.0,7
7,1146,4,4,868.0,438.0,2.0,1146,5,2003,3,2003.0,2003,4,2,1,442.0,6
6,1125,3,3,1041.0,352.0,1.0,1125,3,1976,1,1977.0,1976,2,1,0,255.0,6
7,2057,4,4,1017.0,180.0,1.0,1020,4,1936,3,1936.0,1987,4,1,0,0.0,6
5,899,3,3,481.0,200.0,1.0,899,3,1910,1,1930.0,1950,0,1,0,0.0,5
4,1594,3,3,828.0,0.0,0.0,828,3,1910,0,1910.0,1996,0,2,0,0.0,9
8,1694,5,4,1694.0,818.0,3.0,1694,5,2007,3,2007.0,2007,0,2,1,254.0,7
8,1911,4,4,777.0,471.0,2.0,1065,4,1993,2,1993.0,1994,3,2,1,125.0,8
4,672,3,3,432.0,0.0,0.0,672,2,1925,0,1925.0,1950,0,1,0,0.0,4
6,1523,3,3,1193.0,478.0,2.0,1523,4,1976,3,1976.0,1976,3,2,0,160.0,7
6,1651,3,3,1606.0,616.0,2.0,1651,4,1986,3,1986.0,1986,3,2,0,132.0,7
5,1041,3,3,1041.0,270.0,1.0,1041,3,1959,2,1959.0,1959,0,1,0,132.0,6
5,1604,3,3,1604.0,576.0,2.0,1604,3,1958,1,1958.0,1958,0,2,0,0.0,8
6,1672,3,4,981.0,240.0,1.0,1014,3,1940,1,1940.0,1989,4,1,0,0.0,6
7,1164,3,3,1164.0,528.0,2.0,1164,3,1969,1,1969.0,1969,0,1,0,168.0,6
5,1041,3,3,1041.0,294.0,1.0,1041,3,1958,2,1958.0,1958,0,1,0,0.0,6
6,1034,3,3,450.0,504.0,2.0,1034,4,1978,3,1978.0,1978,1,1,0,40.0,6
6,1609,4,3,796.0,228.0,1.0,825,4,1910,1,1910.0,1950,0,1,0,0.0,7
5,1337,3,4,572.0,264.0,1.0,1337,3,1950,2,1950.0,2006,4,1,0,0.0,7
8,2622,4,4,1463.0,712.0,2.0,1500,5,1994,2,1994.0,1995,3,2,1,362.0,9
7,1594,3,4,1594.0,472.0,2.0,1594,4,1993,2,1993.0,1993,3,2,1,112.0,6
6,1262,4,4,1262.0,572.0,2.0,1262,4,2006,3,2006.0,2006,0,2,1,68.0,5
6,1175,3,4,1175.0,0.0,0.0,1175,4,2005,0,2005.0,2006,0,1,1,126.0,6
6,1288,3,5,624.0,280.0,1.0,664,3,1917,1,1917.0,2007,4,1,0,0.0,5
5,1302,3,3,630.0,280.0,1.0,630,3,1971,1,1991.0,1971,0,2,0,142.0,6
8,1247,4,4,1247.0,550.0,2.0,1247,4,2005,3,2005.0,2005,4,1,1,0.0,4
9,2589,4,5,1738.0,831.0,3.0,1738,5,2006,2,2006.0,2006,4,2,1,215.0,11
8,1689,4,4,1568.0,857.0,3.0,1689,4,2002,2,2002.0,2002,4,2,1,148.0,7
7,1405,4,4,1405.0,478.0,2.0,1405,4,2003,2,2003.0,2003,4,2,1,235.0,6
7,1324,3,4,1228.0,585.0,2.0,1324,4,1976,3,1976.0,1976,2,2,0,130.0,5
5,1377,3,3,1377.0,351.0,1.0,1377,3,1960,1,1965.0,1960,3,1,0,0.0,6
6,1756,4,3,872.0,422.0,2.0,888,5,1996,3,1996.0,1997,0,2,1,42.0,7
5,1228,3,4,1228.0,271.0,1.0,1228,3,1966,1,1966.0,2006,0,1,0,0.0,6
5,1008,3,3,1008.0,275.0,1.0,1008,3,1954,2,1954.0,1954,4,1,0,0.0,4
7,2031,4,4,1153.0,541.0,2.0,1153,4,1998,3,1998.0,1999,3,2,1,202.0,8
6,1504,4,4,752.0,440.0,2.0,752,4,2007,3,2007.0,2007,0,2,1,22.0,6
5,936,3,3,936.0,0.0,0.0,936,3,1920,0,1920.0,1950,4,1,1,0.0,5
4,1383,3,3,0.0,498.0,2.0,1383,0,1954,1,1980.0,1954,0,1,0,0.0,6
5,967,3,3,967.0,180.0,1.0,967,3,1920,1,1920.0,1990,4,1,0,0.0,5
8,1656,4,4,1656.0,826.0,3.0,1656,4,2006,2,2006.0,2006,0,2,1,0.0,7
6,1152,3,4,1092.0,300.0,1.0,1152,3,1950,1,1950.0,2004,4,1,0,0.0,6
6,1142,3,4,1142.0,0.0,0.0,1142,3,2005,0,2005.0,2005,0,1,1,0.0,5
6,1403,4,4,1381.0,470.0,2.0,1403,4,2000,1,2000.0,2000,0,2,0,0.0,5
5,1712,3,3,1626.0,588.0,2.0,1712,3,1959,3,2005.0,2005,0,2,0,122.0,8
4,1258,3,3,1198.0,400.0,2.0,1258,4,1969,1,1969.0,1969,0,0,0,0.0,6
5,1687,3,3,747.0,572.0,2.0,1687,3,1948,1,1966.0,1950,3,1,0,0.0,7
5,1560,3,3,1560.0,484.0,2.0,1560,3,1958,1,1958.0,1958,0,2,0,260.0,8
7,1935,3,3,793.0,550.0,2.0,1142,4,1976,2,1976.0,1976,3,2,0,233.0,7
7,1083,4,3,1047.0,596.0,2.0,1083,5,1976,2,1976.0,1976,2,1,0,252.0,5
5,907,3,3,876.0,308.0,1.0,907,4,1977,2,1977.0,1977,0,1,0,0.0,5
6,1675,4,4,1666.0,435.0,2.0,1675,5,1999,2,1999.0,2000,0,2,1,0.0,6
5,988,3,3,988.0,520.0,2.0,988,3,1954,2,1954.0,1954,0,1,0,0.0,4
8,1491,4,4,1491.0,490.0,2.0,1491,5,2001,2,2001.0,2001,0,2,1,0.0,7
7,1479,3,4,1645.0,578.0,2.0,1479,4,1987,3,1987.0,1989,2,2,1,310.0,7
5,1112,3,3,631.0,480.0,2.0,1112,3,1951,1,1951.0,1951,0,1,0,0.0,5
6,1689,3,3,1436.0,480.0,2.0,1689,3,1956,1,1956.0,1956,4,1,0,0.0,7
9,1710,5,5,1710.0,557.0,2.0,1710,5,2007,2,2007.0,2007,4,2,1,178.0,6
6,1253,3,3,1253.0,352.0,1.0,1253,3,1960,2,1960.0,1960,2,1,0,212.0,5
5,864,3,3,864.0,294.0,1.0,864,3,1962,1,1962.0,1962,0,1,0,0.0,5
7,1456,4,4,728.0,410.0,2.0,728,4,2005,3,2005.0,2005,4,2,1,0.0,7
7,1217,3,4,1188.0,497.0,2.0,1217,4,1990,1,1990.0,1991,0,2,1,0.0,6
7,2646,4,4,1748.0,550.0,2.0,2151,4,1974,2,1974.0,1974,3,2,0,145.0,9
8,1768,4,4,866.0,578.0,2.0,866,4,2007,2,2007.0,2007,0,2,1,0.0,7
5,914,4,3,870.0,576.0,2.0,914,4,1996,1,1998.0,1996,0,1,1,0.0,5
6,1775,3,3,533.0,480.0,2.0,1131,3,1964,1,1964.0,1964,0,2,0,0.0,8
5,2620,3,3,1361.0,600.0,2.0,1361,4,1977,2,1977.0,1977,3,2,0,1.0,12
5,1627,3,3,797.0,420.0,2.0,830,2,1900,1,1950.0,2006,0,2,0,0.0,10
7,1320,4,4,660.0,400.0,2.0,660,4,2003,3,2003.0,2003,0,2,1,0.0,6
4,1123,3,3,732.0,264.0,1.0,772,3,1939,1,1979.0,1950,0,1,1,0.0,4
5,874,3,3,864.0,288.0,1.0,874,3,1968,2,1968.0,2003,0,1,0,0.0,5
7,2730,4,4,1502.0,576.0,2.0,1553,3,1986,3,1987.0,1987,3,2,0,172.0,8
6,1786,3,4,824.0,684.0,2.0,905,4,1997,2,1997.0,1997,0,2,1,0.0,7
4,1040,3,3,0.0,420.0,2.0,1040,0,1949,1,1956.0,1950,0,2,0,0.0,6
5,2350,3,3,973.0,393.0,2.0,1377,3,1920,1,1930.0,1960,0,2,0,0.0,10
5,1770,3,3,900.0,530.0,2.0,884,4,1968,2,1968.0,1968,0,1,0,300.0,7
5,1269,3,3,1269.0,308.0,1.0,1269,3,1960,1,1964.0,1960,2,1,0,0.0,6
5,1039,3,3,1039.0,504.0,2.0,1039,3,1965,1,1965.0,1965,0,1,1,0.0,6
6,1520,3,3,1156.0,364.0,1.0,1520,3,1955,2,1955.0,1972,4,1,0,164.0,7
8,1704,4,4,1704.0,772.0,3.0,1704,5,2007,2,2008.0,2008,4,2,1,200.0,7
9,1686,4,5,1686.0,899.0,3.0,1686,5,2006,3,2006.0,2006,4,2,1,518.0,6
8,1646,4,4,1638.0,800.0,3.0,1646,4,2007,2,2008.0,2008,4,2,1,338.0,7
4,914,3,3,914.0,270.0,1.0,914,3,1961,1,1961.0,1961,0,1,0,0.0,4
6,1616,3,4,1149.0,216.0,1.0,1149,3,1926,1,1926.0,2004,0,2,0,0.0,5
4,1192,3,3,720.0,0.0,0.0,720,3,1949,0,1949.0,1950,0,1,0,0.0,6
6,2210,3,2,1008.0,205.0,1.0,1178,3,1880,1,1930.0,1950,0,2,0,0.0,8
6,1296,3,3,845.0,576.0,2.0,866,3,1927,1,1980.0,1950,0,1,0,0.0,6
8,2497,4,4,2461.0,676.0,2.0,2497,4,1981,2,1981.0,1981,4,2,0,0.0,7
6,1092,3,3,546.0,0.0,0.0,546,3,1970,0,1970.0,2007,0,2,0,0.0,6
7,1652,3,4,423.0,473.0,2.0,896,4,1994,2,1994.0,2007,0,2,1,44.0,6
7,1716,4,4,880.0,512.0,2.0,909,4,1996,2,1996.0,1996,3,2,1,0.0,7
5,1014,3,3,0.0,267.0,1.0,1014,0,1956,2,1956.0,1956,0,1,0,0.0,6
5,1200,3,3,1200.0,0.0,0.0,1200,4,1987,0,1987.0,1988,0,3,0,0.0,5
8,1432,4,4,1422.0,492.0,2.0,1432,5,2006,3,2006.0,2006,4,2,1,206.0,7
7,1680,4,4,1650.0,583.0,2.0,1680,5,1998,3,1998.0,1999,3,2,1,0.0,7
4,869,3,3,0.0,390.0,1.0,869,0,1948,1,1948.0,1950,0,1,0,0.0,3
7,1718,3,3,832.0,427.0,2.0,885,4,1998,3,1998.0,1998,3,2,1,40.0,7
6,1092,3,3,525.0,264.0,1.0,525,3,1973,1,1973.0,1973,0,1,0,567.0,6
3,715,3,3,715.0,660.0,2.0,715,3,1929,1,1967.0,1950,0,1,0,0.0,4
7,1560,4,4,1560.0,573.0,2.0,1560,5,2003,3,2003.0,2003,0,2,1,0.0,7
7,1768,4,4,866.0,603.0,2.0,866,4,2005,2,2005.0,2005,0,2,1,0.0,7
10,2290,5,5,2320.0,1174.0,3.0,2290,5,2007,3,2007.0,2007,4,2,1,970.0,7
7,1598,4,4,848.0,433.0,2.0,848,4,2004,3,2004.0,2005,4,2,1,0.0,7
5,990,3,3,990.0,528.0,2.0,990,4,1994,1,1997.0,1994,0,1,1,0.0,5
5,941,3,4,941.0,564.0,2.0,941,4,1978,1,1978.0,1978,0,1,0,124.0,4
6,1362,3,3,611.0,502.0,2.0,751,2,1920,3,1920.0,1999,0,2,0,0.0,6
6,1690,3,3,915.0,442.0,2.0,940,4,2000,2,2000.0,2000,3,2,1,0.0,7
6,1072,3,3,547.0,525.0,2.0,1072,4,2005,3,2005.0,2006,0,1,0,80.0,5
4,572,3,3,572.0,200.0,1.0,572,3,1925,1,1940.0,1950,0,1,0,0.0,4
7,1546,4,4,1546.0,796.0,3.0,1546,4,2005,2,2005.0,2006,0,2,1,204.0,7
7,1346,4,4,1336.0,660.0,3.0,1346,4,2008,3,2008.0,2008,3,2,1,60.0,6
6,1790,3,3,732.0,484.0,2.0,1012,3,1972,2,1972.0,1972,3,1,0,288.0,8
6,1026,3,3,940.0,576.0,2.0,1026,4,1978,1,1981.0,1978,0,1,0,0.0,5
